 2012-02-14  18:59:26 ;Apneac; 6  US  activists  detained  in  #  Bahrain  ~  Seattle  Post-  http://bit.ly/ysuJXz   |  #  HumanRights  #  ArabSpring  #  F1  #  US 
 2012-02-14  18:54:26 ;14FebPRPC; @  humanrights1st  @  dooley_dooley  She  would  be  condemning  herself  if  she  does  so.  #  14Feb  #  Bahrain  #  ArabSpring 
 2012-02-14  18:50:29 ;R28R28; #  ArabSpring  مشهد  مهييب  تقشعر  له  الأبدان  ليتني  كنت  معهم  http://www.youtube.com/watch?v=963FlFM8R2Q&feature=youtube_gdata_player … 
 2012-02-14  18:47:52 ;BahrainFunny; هل  تعلم  أن  خليفة  بن  سلمان  يرأس  حكومة  البحرين  منذ  1970  أي  قبل  14  عام  من  اختراع  الماوس  #  Bahrain  #  ArabSpring 
 2012-02-14  18:47:44 ;Riverh2o; http://bit.ly/wRfo4u  #  syria  #  Homs  #  ArabSpring 
 2012-02-14  18:47:19 ;Media_Karbabad; #  bahrain  #  14feb  #  feb14  #  lulu  #  karbabad  #  arabspring  البحرين  ,  هذه  ليست  ألعاب  نارية  ,  بل  هي  سياسة  القتل  الجماعي...  http://fb.me/1eRd3SNEz 
 2012-02-14  18:44:04 ;natt5656; Tell  @  BarackObama  to  end  US  silence  on  pro-democracy  protest  crackdown  in  #  Bahrain!  #  p2  #  feb14  #  ArabSpring  http://bit.ly/ApcmjK   via  @  justfp 
 2012-02-14  18:43:32 ;AhmadEhsan; #  Libya  #  Arabspring  #  Egypt  سؤال  للطغاة  العرب  الأحياء  :  أين  صدام  حسين  ،  أين  القذافي  ؟ 
 2012-02-14  18:40:13 ;thearabdigest; #  Oil  prices  will  definitely  rise  after  this.  Saudi  Arabian  Shiites  revolt  for  more  rights  http://shar.es/fPykS  #  arabspring  #  saudi  #  america 
 2012-02-14  18:39:52 ;BaqayaRamad; Military  troops  n  #  bahrain  village  #  Sanabis  on  #  14Feb  http://bit.ly/y5CQR1   v  @  N0R_ALAMAL  #  usa  #  uk  #  un  #  arabspring  #  ireland  #  france  #  bbc  #  cnn 
 2012-02-14  18:38:34 ;Mr_A9; #  Bahrain  |  Regime  helicopter  flying  at  low  altitude  http://youtu.be/uYKO4win4PM  #  LuluReturn  #  14Feb  #  14Febtube  #  Arabspring  #  Tunis  #  Morocco  #  US  #  UN 
 2012-02-14  18:38:18 ;thearabdigest; Saudi  Arabian  Shiites  revolt  for  more  rights  after  bloody  repression  of  protests  leaves  2  dead  http://shar.es/fPysZ  #  saudi  #  arabspring 
 2012-02-14  18:37:23 ;Al_Welayah; ذاكرة  اللؤلؤة-الحلقة  الأولى-14-2-2012م:  http://youtu.be/-MXZXjUTvH4  #  Bahrain  #  14feb  #  twit4bh  #  alwefaq  #  feb14  #  gcc  #  LuluReturn  #  BHRally  #  Arabspring 
 2012-02-14  18:37:02 ;Media_Karbabad; #  bahrain  #  14feb  #  feb14  #  lulu  #  karbabad  #  arabspring  مدرعات  النظام  في  شوارع  قرية  كرباباد  ,,  14  2  2012م  http://fb.me/1I6Fu6ArI 
 2012-02-14  18:36:03 ;14FebTube; التكبير  في  قرية  مقابة  14/2/2012  http://youtu.be/TuTSMm5Wt70   -  #  Bahrain  #  LuluReturn  #  14Feb  #  14Febtube  #  Arabspring  #  Egypt  #  Tunis  #  Morocco  #  US  #  UK  #  UN 
 2012-02-14  18:35:54 ;Media_Karbabad; #  bahrain  #  14feb  #  feb14  #  lulu  #  karbabad  #  arabspring  البحرين  ,  إغلاق  كوبري  14فبراير  في  وإندلاع  مواجهات  ساخنة  في...  http://fb.me/1o2zVqeFu 
 2012-02-14  18:35:17 ;14FebTube; ثورة  البحرين:  مونتاج  العودة  للميدان  http://youtu.be/XloznHc7Oj0   -  #  Bahrain  #  LuluReturn  #  14Feb  #  14Febtube  #  Arabspring  #  Egypt  #  Tunis  #  Morocco  #  US  #  UK 
 2012-02-14  18:33:37 ;14FebTube; كرانة:  الطائرالخليفة  تحلق  بارتفاع  منخفض  جدا  http://youtu.be/uYKO4win4PM  #  Bahrain  #  LuluReturn  #  14Feb  #  14Febtube  #  Arabspring  #  Tunis  #  Morocco  #  US  #  UN 
 2012-02-14  18:32:23 ;14FebTube; سترة:  أقتحام  منزل  و  تخريبه  14  فبراير  http://youtu.be/zRxWY8G8Bgg  #  Bahrain  #  LuluReturn  #  14Feb  #  14Febtube  #  Arabspring  #  Egypt  #  Tunis  #  Morocco  #  US  #  UN 
 2012-02-14  18:31:21 ;14FebTube; الدير:  قمع  مسير  التكبير  من  قبل  المدرعات  الخليفية  http://youtu.be/3FgvailQBGI  #  Bahrain  #  LuluReturn  #  14Feb  #  14Febtube  #  Arabspring  #  Tunis  #  Morocco  #  US 
